Job Title,Company,Location,Work Type,Salary,Link
Guru Baca Tulis,ANAKU EDUCARE,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Minimal Diploma (D1 - D4),N/A,https://glints.com/id/opportunities/jobs/guru-baca-tulis/81fca313-92dd-45e8-8171-221638128e11?utm_referrer=explore
Psikolog Klinis Anak,Klinik Ruang Anak,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Sosial Media,N/A,https://glints.com/id/opportunities/jobs/psikolog-klinis-anak/66d3dcb2-f870-4eb3-ac75-7a586f05639b?utm_referrer=explore
Content Creator,AMR Original,"Cilincing, Jakarta Utara, DKI Jakarta, Indonesia",Pemasaran & Promosi,N/A,https://glints.com/id/opportunities/jobs/content-creator/570fa98f-6bd9-4df7-af77-6a2aaada0cac?utm_referrer=explore
Teknisi AC,PT SOS Indonesia Tbk.,"Tenggilis Mejoyo, Surabaya, Jawa Timur, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/teknisi-ac/b2c30ea0-2f53-488e-b3ce-ca49ebacc714?utm_referrer=explore
Accounting Trainee (Internship),Astagina Resort Legian Bali,"Kuta, Badung, Bali, Indonesia",Kontrak,N/A,https://glints.com/id/opportunities/jobs/accounting-trainee-internship/910d2aa8-b1ff-441b-b095-ba424aa89c73?utm_referrer=explore
Pedagogy (Pedagogik),Klinik Ruang Anak,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/pedagogy-pedagogik/9df26028-46f9-4292-b715-109a5fdc4b22?utm_referrer=explore
Housekeeping Trainee,Astagina Resort Legian Bali,"Kuta, Badung, Bali, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/housekeeping-trainee/4c9fddb3-4180-49a3-8710-04fead3c7516?utm_referrer=explore
Sales,Vox3,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,"Rp2,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/sales/44acdcd4-b75e-4ba7-a1f7-fefb1c45e045?utm_referrer=explore
SECURITY,PT. Nur Elang Persada,"Tuban, Kab. Tuban, Jawa Timur, Indonesia",Kurang dari setahun,"Rp2,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/security/fb374a44-fbf3-4eb5-9be0-8f37c7633a80?utm_referrer=explore
SECURITY,PT. Nur Elang Persada,"Gresik, Kab. Gresik, Jawa Timur, Indonesia",Minimal SMA/SMK,"Rp2,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/security/793c18c3-da4e-47b4-95bd-20a344c6aedd?utm_referrer=explore
SECURITY,PT. Nur Elang Persada,"Mojosari, Kab. Mojokerto, Jawa Timur, Indonesia",Interpersonal Skills,"Rp2,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/security/2e48e6af-1839-495f-91ba-fe79cdc36762?utm_referrer=explore
SECURITY,PT. Nur Elang Persada,"Wonocolo, Surabaya, Jawa Timur, Indonesia",+4,"Rp4jt-Rp4,9jt",https://glints.com/id/opportunities/jobs/security/76620b4e-799f-4ea5-8816-26fa70c5d40b?utm_referrer=explore
Finance Accounting Staff,Enablr.id,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/finance-accounting-staff/42c5231d-2ad6-49d4-86a5-7ec508d750d2?utm_referrer=explore
Cleaning Service,PT Karya Usaha Baru,"Leces, Kab. Probolinggo, Jawa Timur, Indonesia",Kurang dari setahun,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/cleaning-service/02ef2607-c41d-4d20-a5c6-ed9349d9bc6e?utm_referrer=explore
Drone Pilot Spraying (Kalimantan),PT Terra Drone Indonesia,"Sebulu, Kab. Kutai Kartanegara, Kalimantan Timur, Indonesia",Minimal SMA/SMK,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/drone-pilot-spraying-kalimantan/04d9d8f5-e710-49c0-8f1f-dcbdf9a05fdc?utm_referrer=explore
Staff Marketing,PT Pelangi Fortuna Global,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Jujur Dan Pekerja Keras,"Rp2,3jt-Rp3jt",https://glints.com/id/opportunities/jobs/staff-marketing/ed96d4aa-5e6c-41f6-90fc-083ae229269f?utm_referrer=explore
Teknisi (Engineering),Bernofarm Pharmaceutical ,"Buduran, Kab. Sidoarjo, Jawa Timur, Indonesia",+5,"Rp2,5jt-Rp6jt",https://glints.com/id/opportunities/jobs/teknisi-engineering/638f430b-e91a-4f75-a3f1-657325fe4768?utm_referrer=explore
Guru Bahasa Inggris,SMAS Yappenda Jakarta,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,"Rp2,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/guru-bahasa-inggris/0d5a6fbb-61a9-4d65-aeb9-6c58fb01cae5?utm_referrer=explore
Agent Data & Call Verification,PT Telmark Integrasi Indonesia,"Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta, Indonesia",Kurang dari setahun,"Rp1,5jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/agent-data-and-call-verification/53611ba3-cd9c-474b-b385-c95b6cd8d546?utm_referrer=explore
Sales,PT. Hamsa Lima Dua,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Minimal SMA/SMK,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/sales/d1244971-9445-45f0-8f54-335acb726648?utm_referrer=explore
Host Live Streaming,Loraskin,"Baki, Kab. Sukoharjo, Jawa Tengah, Indonesia",Jujur Dan Pekerja Keras,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/host-live-streaming/6bf46e74-5ca9-4a07-b9d3-bd6c571a715e?utm_referrer=explore
Direct Sales,PT SOS Indonesia Tbk.,"Tenggilis Mejoyo, Surabaya, Jawa Timur, Indonesia",+5,"Rp4,5jt-Rp7jt",https://glints.com/id/opportunities/jobs/direct-sales/c7293c7b-d133-4833-921d-73f6952a2895?utm_referrer=explore
SPG Reguler Ichips Banana,PT FORTUNA Boga Perkasa,"Bangkalan, Kab. Bangkalan, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/spg-reguler-ichips-banana/db0e41c2-e63c-4ac2-858c-45cb7930a5b8?utm_referrer=explore
SPG Reguler Ichips Banana,PT FORTUNA Boga Perkasa,"Sampang, Kab. Sampang, Jawa Timur, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/spg-reguler-ichips-banana/13737113-e19d-4618-be9e-e22cdd01ad20?utm_referrer=explore
SPG Reguler Ichips Banana,PT FORTUNA Boga Perkasa,"Pamekasan, Kab. Pamekasan, Jawa Timur, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/spg-reguler-ichips-banana/4c01ba33-c6a3-45d6-9f32-b964aef197b7?utm_referrer=explore
DSR FUNDING,Pelangi Fortuna Global Jawa Timur,"Gubeng, Surabaya, Jawa Timur, Indonesia",Jujur Dan Pekerja Keras,N/A,https://glints.com/id/opportunities/jobs/dsr-funding/eea13e81-1cc9-46f4-9ef2-e119e0162c69?utm_referrer=explore
Admin Online Shop,Shermic UV Print,"Karang Tengah, Tangerang, Banten, Indonesia",+5,N/A,https://glints.com/id/opportunities/jobs/admin-online-shop/42805061-25fa-4f20-a001-3275c514c59d?utm_referrer=explore
Fisioterapi,Rumah Sakit Fathma Medika,"Manyar, Kab. Gresik, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/fisioterapi/795026e1-2a2f-4f02-bc4d-6034f55c4a4e?utm_referrer=explore
Bidan,Relof Clinic,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/bidan/8e32b658-654f-4ede-b8e0-8e363da632b0?utm_referrer=explore
Farmasi,Relof Clinic,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/farmasi/ff81d316-62ad-451d-afa0-a2b80a0f75a5?utm_referrer=explore
Guru les,PT. Sumber Ilmu Pengetahuan,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Jujur Dan Pekerja Keras,N/A,https://glints.com/id/opportunities/jobs/guru-les/eb36dabe-c903-4a27-93f7-f1a78737aaed?utm_referrer=explore
Sales Retail - Bussiness Representative,Pt. Integra Mitra Solusi,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",+5,N/A,https://glints.com/id/opportunities/jobs/sales-retail-bussiness-representative/b4ebec20-8486-4604-94b5-490d533ae26f?utm_referrer=explore
Mitra Desk Collection Semarang,PT. Ewaysindo Makmur (Wgroup ID),"Pedurungan, Semarang, Jawa Tengah, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/mitra-desk-collection-semarang/dc31c92f-7d31-4335-a2d8-2d1148159604?utm_referrer=explore
Junior Transfer Pricing,SF Consulting,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/junior-transfer-pricing/222077c2-52d8-4c50-b259-ca3acbbfe12e?utm_referrer=explore
Host Live Streamer,Redwoodsdigital,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/host-live-streamer/1b9de4bc-0c85-4a6b-bd31-a797a927e92f?utm_referrer=explore
Marketing Executive,Tunas Toyota Pecenongan ,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Finance Accounting,N/A,https://glints.com/id/opportunities/jobs/marketing-executive/3a7715a5-4f4b-479d-91cd-ce10a4daa115?utm_referrer=explore
Graphic Designer,Cera Production,"Kapanewon Depok, Kab. Sleman, DI Yogyakarta, Indonesia",+3,N/A,https://glints.com/id/opportunities/jobs/graphic-designer/4efda602-e152-4f87-842c-fe680df93083?utm_referrer=explore
Project Development,PT. Ayo Jadi Pengusaha ( SPSO.ID ),"Cipondoh, Tangerang, Banten, Indonesia",Penuh Waktu,"Rp4,3jt-Rp7,2jt",https://glints.com/id/opportunities/jobs/project-development/2d4e0bb4-52ca-43b0-9c9b-e3b3cba3d0f0?utm_referrer=explore
Aktuaris Internship,KB Insurance Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Kurang dari setahun,"Rp2,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/aktuaris-internship/89ac5086-9dc4-41f5-8fca-32a18d0091cc?utm_referrer=explore
Field Sales Coordinator - Chili,Jiva,"Muntilan, Kab. Magelang, Jawa Tengah, Indonesia",Minimal Sarjana (S1),"Rp2,3jt-Rp10jt",https://glints.com/id/opportunities/jobs/field-sales-coordinator-chili/4b846188-5761-48fd-9934-9ffc02a2f861?utm_referrer=explore
Field Sales Coordinator,Jiva,"Medan Kota, Medan, Sumatera Utara, Indonesia",Konseptor,"Rp3,5jt-Rp4,8jt",https://glints.com/id/opportunities/jobs/field-sales-coordinator/ebf5f601-2072-4ba2-a9fa-d97256f8c553?utm_referrer=explore
BRANCH RELATIONSHIP OFFICER,PT. Mandiri Andalan Utama Surabaya,"Kertak Hanyar, Kab. Banjar, Kalimantan Selatan, Indonesia",Event Organizer,"Rp2,5jt-Rp50jt",https://glints.com/id/opportunities/jobs/branch-relationship-officer/ec323122-2649-4ea3-8245-0ed7fb5ffe1b?utm_referrer=explore
Sales Executive,Lancar Jaya Abadi,"Sidoarjo, Kab. Sidoarjo, Jawa Timur, Indonesia",+1,"Rp2,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/sales-executive/4376596d-8881-45ea-af2e-26816cdf2662?utm_referrer=explore
Personal Assistant,MindSeat Official,"Kuta Selatan, Kab. Badung, Bali, Indonesia",Penuh Waktu,Rp3jt-Rp6jt,https://glints.com/id/opportunities/jobs/personal-assistant/17615671-1d6b-4e6f-9be5-a61f7719922c?utm_referrer=explore
Sales Otomotif,Chery Arta Pluit,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Kurang dari setahun,Rp2jt-Rp6jt,https://glints.com/id/opportunities/jobs/sales-otomotif/1e3b6482-bc4b-4439-a185-93b88c2077bd?utm_referrer=explore
Staff Account Payable,PT. Andalan Fluid Sistem,"Bogor Utara, Bogor, Jawa Barat, Indonesia",Minimal Diploma (D1 - D4),"Rp4jt-Rp5,7jt",https://glints.com/id/opportunities/jobs/staff-account-payable/e93c48d8-3f1a-4371-a720-17cec66b5abc?utm_referrer=explore
Programming,DB Klik,"Rungkut, Surabaya, Jawa Timur, Indonesia",Microsoft Excel,"Rp2,5jt-Rp2,6jt",https://glints.com/id/opportunities/jobs/programming/14c33dd2-6879-46f9-b294-b3b2e9364200?utm_referrer=explore
Host & Hostes,Asana Artseum Bali,"Kuta Selatan, Kab. Badung, Bali, Indonesia",+2,Rp25jt-Rp33jt,https://glints.com/id/opportunities/jobs/host-and-hostes/9bafd758-5cd8-4bad-8ef3-fdf718f92bf8?utm_referrer=explore
Creative Intern,Batik Wolter,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,"Rp2,5jt-Rp3,3jt",https://glints.com/id/opportunities/jobs/creative-intern/ec208d3d-f253-4c39-87ae-a1d4e3b68f81?utm_referrer=explore
GRAPHIC DESIGNER,PT ERA SINERGI SATULANGIT,"Pondok Melati, Bekasi, Jawa Barat, Indonesia",Kurang dari setahun,"Rp2,8jt-Rp3jt",https://glints.com/id/opportunities/jobs/graphic-designer/941efd1f-4c2c-460a-90a8-ca5b6e5d95c9?utm_referrer=explore
Interior Design (Fulltime),Kozystay,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/interior-design-fulltime/22f65dfd-bada-4b96-bd92-692c260e1345?utm_referrer=explore
Supervisor Store,JAENS SPA,"Gianyar, Kab. Gianyar, Bali, Indonesia",Pertanian,N/A,https://glints.com/id/opportunities/jobs/supervisor-store/2b4abfac-5fc1-48a2-a74d-d6856cb58b70?utm_referrer=explore
Sales Promotor Printer,Activate Asia Group,"Kemantren Tegalrejo, Yogyakarta, DI Yogyakarta, Indonesia",Berkomunikasi Dengan Baik,N/A,https://glints.com/id/opportunities/jobs/sales-promotor-printer/4a9067e1-411a-4a26-915f-cb610bff8c8a?utm_referrer=explore
Admin Streaming,X45 Management,"Cipondoh, Tangerang, Banten, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/admin-streaming/4abae3bb-eabd-4098-90e4-f05da2bb6986?utm_referrer=explore
Admin Marketing,GALAXY DIGITAL BALI,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/admin-marketing/4564f3d2-e1e6-4e0a-bd70-2489acd86dab?utm_referrer=explore
Beauty Advisor,PT Social Bella Indonesia,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/beauty-advisor/05f5de0b-4498-47ff-b400-38c32130e3fc?utm_referrer=explore
JUNIOR SALES ENGINEER,Pt Graha Esa,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/junior-sales-engineer/0ad264ec-a658-4ceb-a11b-351a33a8553c?utm_referrer=explore
Community Manager,PT TANAH AIR RAYA,"Pabean Cantikan, Surabaya, Jawa Timur, Indonesia",Pertanian,N/A,https://glints.com/id/opportunities/jobs/community-manager/95cb57fa-aef4-46ee-98e3-8b7aad97e437?utm_referrer=explore
Marketing Wilayah Samarinda,PT Raja Cepat Nusantara,"Kesambi, Cirebon, Jawa Barat, Indonesia",Memiliki Kemampuan Komunikasi Yang Baik,N/A,https://glints.com/id/opportunities/jobs/marketing-wilayah-samarinda/0b0ece40-9105-4955-bcd7-6f6a99760ae9?utm_referrer=explore
Butcher,PT BALI PAWIWAHAN (Coco Group) ,"Kuta Selatan, Kab. Badung, Bali, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/butcher/ed6c86fc-04e3-4348-b099-df115d981230?utm_referrer=explore
Pramuniaga,PT BALI PAWIWAHAN (Coco Group) ,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/pramuniaga/6f864e29-a922-4a73-ba6f-88d9f613391a?utm_referrer=explore
Direktur Sales Regional,Pt. Rhino Indonesia Sukses,"Sawah Besar, Jakarta Pusat, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/direktur-sales-regional/6b36182e-ae4b-4127-b388-654641d3ae97?utm_referrer=explore
Staff Sensei,parentoday,"Sukoharjo, Kab. Sukoharjo, Jawa Tengah, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/staff-sensei/613eb526-851a-4660-ac7d-6dc832dd85ad?utm_referrer=explore
INTERNSHIP COMMUNICATION,PT. Multi Kontrol Nusantara,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Marketing,N/A,https://glints.com/id/opportunities/jobs/internship-communication/3a590d38-5b54-45f1-8ddd-580f83201750?utm_referrer=explore
Production Cake Daily Worker,Kibo Cheese,"Pondok Aren, Tangerang Selatan, Banten, Indonesia",Kemampuan Negosiasi,N/A,https://glints.com/id/opportunities/jobs/production-cake-daily-worker/b0540abf-e063-4d7b-8423-9ccf146f3782?utm_referrer=explore
Sales Executive,PT Minuman Bahagia Pemersatu Nusantara,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/sales-executive/2e298f18-6545-40df-b203-e91ec58e5cca?utm_referrer=explore
Accounting Officer,CV RAJAWALI CELLULAR,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/accounting-officer/4f4c70f2-0dfb-490b-9afa-aef5c5661ca2?utm_referrer=explore
JUNIOR 3D ARTIST,Sveindonesia,"Kapanewon Ngemplak, Kab. Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,"Rp3,5jt-Rp6,5jt",https://glints.com/id/opportunities/jobs/junior-3d-artist/cd4a11b2-4770-4dbd-9a71-b3691725f9ff?utm_referrer=explore
Intern Video Editor,Samara Media & Entertainment,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/intern-video-editor/be49cc8d-c7e3-4e32-99ab-a7bead22e1f5?utm_referrer=explore
Marketing Officer Branch Balikpapan,Pt.  Asuransi Raksa Pratikara,"Balikpapan Selatan, Balikpapan, Kalimantan Timur, Indonesia",Minimal Sarjana (S1),Rp6jt-Rp9jt,https://glints.com/id/opportunities/jobs/marketing-officer-branch-balikpapan/e399a241-e664-4099-93df-55c1f977ed86?utm_referrer=explore
Retention and Winback,MyRepublic Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",3D Modeling,"Rp2,6jt-Rp2,7jt",https://glints.com/id/opportunities/jobs/retention-and-winback/c1b1207f-6e5d-4108-9de0-3109d7cd062e?utm_referrer=explore
Staff Laboratorium Hospitality,Matana University,"Kelapa Dua, Kab. Tangerang, Banten, Indonesia",Blender 3d,"Rp5,2jt-Rp6,5jt",https://glints.com/id/opportunities/jobs/staff-laboratorium-hospitality/44d05793-d1d9-4eb9-857d-acc6af36cd8e?utm_referrer=explore
Dosen Bahasa Jepang,Politeknik Takumi,"Cikarang Selatan, Kab. Bekasi, Jawa Barat, Indonesia",+1,"Rp4,5jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/dosen-bahasa-jepang/90d9bb10-03ef-437b-a036-75e8d38b47e5?utm_referrer=explore
Admin GUDANG SPAREPART HP,Pusat Service Macbook Bali,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,"USD1,1rb-USD1,4rb",https://glints.com/id/opportunities/jobs/admin-gudang-sparepart-hp/3fdb5577-76ff-4835-9a05-9aaeae470401?utm_referrer=explore
Sales Showroom,PT Panca Wisesa Adhika,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Kurang dari setahun,Rp2jt-Rp5jt,https://glints.com/id/opportunities/jobs/sales-showroom/4bb18ef1-8ad7-4f10-a194-0b36f9f2bd7d?utm_referrer=explore
QUALITY MANAGEMENT SYSTEM (MAGANG),"Pt Diagnos Laboratorium Utama, Tbk","Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Minimal Sarjana (S1),"Rp3,5jt-Rp4,3jt",https://glints.com/id/opportunities/jobs/quality-management-system-magang/01f3cfe0-b66b-4421-ac83-c9b138cf2e87?utm_referrer=explore
Pengajar Bahasa Jepang,LPK MINORI,"Cikarang Selatan, Kab. Bekasi, Jawa Barat, Indonesia",Video Editing,Rp2jt-Rp5jt,https://glints.com/id/opportunities/jobs/pengajar-bahasa-jepang/6122f822-f3ae-43a9-a6c3-56e10dbf1d8b?utm_referrer=explore
Customer Service - Fraud Support,Kiriminaja,"Kapanewon Ngaglik, Kab. Sleman, DI Yogyakarta, Indonesia",Videography,Rp25jt-Rp30jt,https://glints.com/id/opportunities/jobs/customer-service-fraud-support/0b43903b-71c9-4be2-9ac9-f56f9d92781d?utm_referrer=explore
Analyst,Pt Cognos Cendekia Global,"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/analyst/14cee420-b49c-496a-81c1-76de8bd81acc?utm_referrer=explore
Account Executive,Pt. Growell Natural Indonesia,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/account-executive/c31f35d7-dcd5-4269-aa07-c673c2327f46?utm_referrer=explore
Staff Operasional,PT Kharisma Sinergi Sukses,"Sooko, Kab. Mojokerto, Jawa Timur, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/staff-operasional/8143d87c-2b32-4b7c-a3bb-56d026d29be4?utm_referrer=explore
Guru PAUD,Rumah Quran Al Mujaahiddah,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/guru-paud/fdd9bbe1-85ad-4e5e-bab3-c25b46c8df82?utm_referrer=explore
Guru TPQ,Rumah Quran Al Mujaahiddah,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",Memiliki Kemampuan Komunikasi Yang Baik,N/A,https://glints.com/id/opportunities/jobs/guru-tpq/a8241d09-b27d-428e-91bc-c6e2a5d83e63?utm_referrer=explore
Shop Drawing Staff,PT Jaya Obayashi,"Pancoran, Jakarta Selatan, DKI Jakarta, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/shop-drawing-staff/3dcfc06f-a957-425d-ae7a-ee96315a4b5a?utm_referrer=explore
IT Controls Engineer (T3 Soekarno-Hatta Airport),PT. DEXTER WIKA SINERGI,"Benda, Tangerang, Banten, Indonesia",Harian,N/A,https://glints.com/id/opportunities/jobs/it-controls-engineer-t3-soekarno-hatta-airport/7ec8cff9-607c-476f-ab33-fefc2557f5f9?utm_referrer=explore
Account Executive 会计助理,OTT InfoTech,"Nongsa, Batam, Kepulauan Riau, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/account-executive-会计助理/09587705-697e-4fad-9db2-cd35c11464ae?utm_referrer=explore
Lowongan Personal Assistant,Abadi Mandiri Furniture,"Kelapa Dua, Kab. Tangerang, Banten, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/lowongan-personal-assistant/2027633d-3f7b-4fbc-ae49-af78deeccd32?utm_referrer=explore
Sales Executive,Hyundai Arista Pluit,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Memiliki SIM C,N/A,https://glints.com/id/opportunities/jobs/sales-executive/3a87ddea-9c80-4bda-8ada-3955f3d83f3a?utm_referrer=explore
Kitchen Crew,Oishi Sushi Restaurant,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Bersepeda motor,N/A,https://glints.com/id/opportunities/jobs/kitchen-crew/759f44bb-abf7-4a3b-92f6-8b3360647f61?utm_referrer=explore
Cook Helper,Oishi Sushi Restaurant,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/cook-helper/23c73a3f-7653-49f8-a260-1f58a216b856?utm_referrer=explore
Host Live Streaming,Pt Seraphim Karya Agung,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/host-live-streaming/a08f8762-35cf-4647-944e-278114bb38b6?utm_referrer=explore
Kasir,Oishi Sushi Restaurant,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/kasir/6aa6bb27-a07b-4b2d-ac6a-a7c55ceb487c?utm_referrer=explore
HSE Officer,Rumah Prefab by PT BNP,"Sekongkang, Kab. Sumbawa Barat, Nusa Tenggara Barat, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/hse-officer/ad3f0104-933b-4f5b-bec1-7f22415ffff9?utm_referrer=explore
Admin Sales Konsultant,PT Cyber Futures Jakarta,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Pastry Chef/baker,N/A,https://glints.com/id/opportunities/jobs/admin-sales-konsultant/bb3cb018-4e91-4f15-8604-c7077ef4cbd5?utm_referrer=explore
Project Manager Salesforce,PT. Orang Informasi Teknologi,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",+3,N/A,https://glints.com/id/opportunities/jobs/project-manager-salesforce/2f558ac3-2c8b-4373-8eba-a9a640cc8f70?utm_referrer=explore
Digital Marketing,PT. Integritas Perkasa Konstruksi,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/digital-marketing/a4841ac2-862d-4f9f-bfda-faa917104c34?utm_referrer=explore
IT System Administrator,PT Fan Integrasi Teknologi,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/it-system-administrator/2f14d0fb-ef26-419d-9778-6b05a8b1682f?utm_referrer=explore
Product Manager,PT Bangun Inovasi Teknologi,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Rp3jt-Rp8jt,https://glints.com/id/opportunities/jobs/product-manager/c88a70f7-abcd-4efd-b77b-3d1404c7214d?utm_referrer=explore
Management Trainee Batch 2,PT Green Energi Utama,"Singosari, Kab. Malang, Jawa Timur, Indonesia",Kurang dari setahun,"Rp4,5jt-Rp7jt",https://glints.com/id/opportunities/jobs/management-trainee-batch-2/0db1a416-a42c-4991-9cb7-efdaafa56805?utm_referrer=explore
Host Live & Content Creator,DIGIWORKS,"Antapani, Bandung, Jawa Barat, Indonesia",Minimal Diploma (D1 - D4),"Rp1,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/host-live-and-content-creator/e7da5f4a-9c92-404e-a3b9-b16eb4efe158?utm_referrer=explore
Model Beginner,Mutiara Laut Essential,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Strategi Bisnis,Rp4jt-Rp7jt,https://glints.com/id/opportunities/jobs/model-beginner/bc74360c-14eb-4e19-be8b-fcb2d72dbffb?utm_referrer=explore
